,家狼辆幅,免积斥岿,免积滴荐
4867,茄快,201708,21
4868,茄快,201709,13
4869,茄快,201710,26
4870,茄快,201711,7
4871,茄快,201712,8
4872,茄快,201701,7
4873,茄快,201702,23
4874,茄快,201703,81
4875,茄快,201704,112
4876,茄快,201705,62
4877,茄快,201706,29
4878,茄快,201707,34
4879,茄快,201708,25
4880,茄快,201709,9
4881,茄快,201710,21
4882,茄快,201711,9
4883,茄快,201712,8
4884,茄快,201701,11
4885,茄快,201702,27
4886,茄快,201703,35
4887,茄快,201704,41
4888,茄快,201705,42
4889,茄快,201706,41
4890,茄快,201707,21
4891,茄快,201708,19
4892,茄快,201709,12
4893,茄快,201710,10
4894,茄快,201711,9
4895,茄快,201712,9
4896,茄快,201701,12
4897,茄快,201702,22
4898,茄快,201703,51
4899,茄快,201704,50
4900,茄快,201705,54
4901,茄快,201706,30
4902,茄快,201707,16
4903,茄快,201708,18
4904,茄快,201709,24
4905,茄快,201710,13
4906,茄快,201711,13
4907,茄快,201712,11
4908,茄快,201701,2
4909,茄快,201702,2
4910,茄快,201703,12
4911,茄快,201704,20
4912,茄快,201705,13
4913,茄快,201706,13
4914,茄快,201707,12
4915,茄快,201708,5
4916,茄快,201709,3
4917,茄快,201710,7
4918,茄快,201711,5
4919,茄快,201712,3
4920,茄快,201701,3
4921,茄快,201702,2
4922,茄快,201703,9
4923,茄快,201704,15
4924,茄快,201705,7
4925,茄快,201706,14
4926,茄快,201707,7
4927,茄快,201708,3
4928,茄快,201710,2
4929,茄快,201711,5
4930,茄快,201712,3
4962,茄快,201701,6
4963,茄快,201702,10
4964,茄快,201703,12
4965,茄快,201704,14
4966,茄快,201705,10
4967,茄快,201706,16
4968,茄快,201707,5
4969,茄快,201708,6
4970,茄快,201709,6
4971,茄快,201710,3
4972,茄快,201711,1
4973,茄快,201712,5
4974,茄快,201701,9
4975,茄快,201702,10
4976,茄快,201703,17
4977,茄快,201704,8
4978,茄快,201705,10
4979,茄快,201706,7
4980,茄快,201707,8
4981,茄快,201708,3
4982,茄快,201709,5
4983,茄快,201710,11
4984,茄快,201711,8
4985,茄快,201712,2
4986,茄快,201701,1
4987,茄快,201702,3
4988,茄快,201703,1
4989,茄快,201704,5
4990,茄快,201706,2
4991,茄快,201707,2
4992,茄快,201708,2
4993,茄快,201710,6
4994,茄快,201703,1
4995,茄快,201704,2
4996,茄快,201705,1
4997,茄快,201706,3
4998,茄快,201709,1
4999,茄快,201710,4
5000,茄快,201712,2
5026,茄快,201701,12
5027,茄快,201702,11
5028,茄快,201703,17
5029,茄快,201704,17
5030,茄快,201705,26
5031,茄快,201706,15
5032,茄快,201707,15
5033,茄快,201708,14
5034,茄快,201709,12
5035,茄快,201710,9
5036,茄快,201711,9
5037,茄快,201712,14
5038,茄快,201701,11
5039,茄快,201702,10
5040,茄快,201703,19
5041,茄快,201704,28
5042,茄快,201705,21
5043,茄快,201706,14
5044,茄快,201707,14
5045,茄快,201708,10
5046,茄快,201709,14
5047,茄快,201710,8
5048,茄快,201711,9
5049,茄快,201712,12
5054,茄快,201701,1
5055,茄快,201703,5
5056,茄快,201704,2
5057,茄快,201706,1
5058,茄快,201707,2
5059,茄快,201708,2
5060,茄快,201710,1
5061,茄快,201711,1
5062,茄快,201703,1
5063,茄快,201704,2
5064,茄快,201705,1
5065,茄快,201706,2
5066,茄快,201707,5
5067,茄快,201708,3
5068,茄快,201709,1
5069,茄快,201710,1
5070,茄快,201711,1
5107,茄快,201701,162
5108,茄快,201702,276
5109,茄快,201703,472
5110,茄快,201704,534
5111,茄快,201705,471
5112,茄快,201706,379
5113,茄快,201707,269
5114,茄快,201708,248
5115,茄快,201709,170
5116,茄快,201710,205
5117,茄快,201711,170
5118,茄快,201712,163
5119,茄快,201701,172
5120,茄快,201702,285
5121,茄快,201703,498
5122,茄快,201704,530
5123,茄快,201705,428
5124,茄快,201706,374
5125,茄快,201707,253
5126,茄快,201708,237
5127,茄快,201709,174
5128,茄快,201710,172
5129,茄快,201711,172
5130,茄快,201712,171
5131,茄快,201701,2
5132,茄快,201703,6
5133,茄快,201704,3
5134,茄快,201705,4
5135,茄快,201706,1
5136,茄快,201710,1
5137,茄快,201711,2
5138,茄快,201712,6
5139,茄快,201701,1
5140,茄快,201703,4
5141,茄快,201704,2
5142,茄快,201706,1
5143,茄快,201708,2
5144,茄快,201709,2
5145,茄快,201712,1
5146,茄快,201701,29
5147,茄快,201702,31
5148,茄快,201703,32
5149,茄快,201704,45
5150,茄快,201705,45
5151,茄快,201706,26
5152,茄快,201707,27
5153,茄快,201708,26
5154,茄快,201709,25
5155,茄快,201710,13
5156,茄快,201711,13
5157,茄快,201712,26
5158,茄快,201701,18
5159,茄快,201702,38
5160,茄快,201703,51
5161,茄快,201704,42
5162,茄快,201705,42
5163,茄快,201706,32
5164,茄快,201707,31
5165,茄快,201708,22
5166,茄快,201709,19
5167,茄快,201710,15
5168,茄快,201711,14
5169,茄快,201712,23
5202,茄快,201701,385
5203,茄快,201702,468
5204,茄快,201703,638
5205,茄快,201704,730
5206,茄快,201705,741
5207,茄快,201706,506
5208,茄快,201707,464
5209,茄快,201708,382
5210,茄快,201709,334
5211,茄快,201710,284
5212,茄快,201711,279
5213,茄快,201712,377
5214,茄快,201701,384
5215,茄快,201702,422
5216,茄快,201703,603
5217,茄快,201704,689
5218,茄快,201705,677
5219,茄快,201706,488
5220,茄快,201707,416
5221,茄快,201708,341
5222,茄快,201709,304
5223,茄快,201710,320
5224,茄快,201711,258
5225,茄快,201712,364
5226,茄快,201701,1
5227,茄快,201702,1
5228,茄快,201704,2
5229,茄快,201705,1
5230,茄快,201710,3
5231,茄快,201711,1
5232,茄快,201712,1
5233,茄快,201701,1
5234,茄快,201703,1
5235,茄快,201704,2
5236,茄快,201705,3
5237,茄快,201706,1
5238,茄快,201707,2
5239,茄快,201708,1
5240,茄快,201711,1
5277,茄快,201701,58
5278,茄快,201702,118
5279,茄快,201703,205
5280,茄快,201704,222
5281,茄快,201705,151
5282,茄快,201706,163
5283,茄快,201707,102
5284,茄快,201708,121
5285,茄快,201709,81
5286,茄快,201710,65
5287,茄快,201711,53
5288,茄快,201712,58
5289,茄快,201701,52
5290,茄快,201702,111
5291,茄快,201703,200
5292,茄快,201704,217
5293,茄快,201705,166
5294,茄快,201706,118
5295,茄快,201707,82
5296,茄快,201708,121
5297,茄快,201709,87
5298,茄快,201710,60
5299,茄快,201711,41
5300,茄快,201712,42
5332,茄快,201702,1
5333,茄快,201703,9
5334,茄快,201704,11
5335,茄快,201705,9
5336,茄快,201706,18
5337,茄快,201707,6
5338,茄快,201708,4
5339,茄快,201709,2
5340,茄快,201710,1
5341,茄快,201711,4
5342,茄快,201712,3
5343,茄快,201701,1
5344,茄快,201703,7
5345,茄快,201704,2
5346,茄快,201705,8
5347,茄快,201706,19
5348,茄快,201707,6
5349,茄快,201708,8
5350,茄快,201709,3
5351,茄快,201711,3
5352,茄快,201712,1
5362,茄快,201704,2
5363,茄快,201706,3
5364,茄快,201710,1
5365,茄快,201711,2
5366,茄快,201704,2
5367,茄快,201706,2
5368,茄快,201708,1
5396,茄快,201702,1
5397,茄快,201704,5
5398,茄快,201705,5
5399,茄快,201706,2
5400,茄快,201707,2
5401,茄快,201708,1
5402,茄快,201709,3
5403,茄快,201710,2
5404,茄快,201703,1
5405,茄快,201704,4
5406,茄快,201705,4
5407,茄快,201706,2
5408,茄快,201708,1
5409,茄快,201710,1
5410,茄快,201701,1
5411,茄快,201702,2
5412,茄快,201703,1
5413,茄快,201706,1
5414,茄快,201707,4
5415,茄快,201708,3
5416,茄快,201711,1
5417,茄快,201701,1
5418,茄快,201702,4
5419,茄快,201704,4
5420,茄快,201705,2
5421,茄快,201706,1
5422,茄快,201708,4
5423,茄快,201709,2
5424,茄快,201710,1
5425,茄快,201711,3
5428,茄快,201701,3
5429,茄快,201702,4
5430,茄快,201703,1
5431,茄快,201704,2
5432,茄快,201705,3
5433,茄快,201706,21
5434,茄快,201708,6
5435,茄快,201709,5
5436,茄快,201702,4
5437,茄快,201704,1
5438,茄快,201705,3
5439,茄快,201706,18
5440,茄快,201707,3
5441,茄快,201708,2
5442,茄快,201709,1
5470,茄快,201701,328
5471,茄快,201702,354
5472,茄快,201703,539
5473,茄快,201704,692
5474,茄快,201705,637
5475,茄快,201706,623
5476,茄快,201707,456
5477,茄快,201708,382
5478,茄快,201709,311
5479,茄快,201710,282
5480,茄快,201711,287
5481,茄快,201712,301
5482,茄快,201701,334
5483,茄快,201702,366
5484,茄快,201703,505
5485,茄快,201704,630
5486,茄快,201705,634
5487,茄快,201706,578
5488,茄快,201707,460
5489,茄快,201708,381
5490,茄快,201709,290
5491,茄快,201710,263
5492,茄快,201711,236
5493,茄快,201712,290
5529,茄快,201701,395
5530,茄快,201702,390
5531,茄快,201703,564
5532,茄快,201704,685
5533,茄快,201705,685
5534,茄快,201706,517
5535,茄快,201707,447
5536,茄快,201708,409
5537,茄快,201709,295
5538,茄快,201710,298
5539,茄快,201711,303
5540,茄快,201712,335
5541,茄快,201701,429
5542,茄快,201702,372
5543,茄快,201703,526
5544,茄快,201704,649
5545,茄快,201705,561
5546,茄快,201706,451
5547,茄快,201707,424
5548,茄快,201708,357
5549,茄快,201709,315
5550,茄快,201710,295
5551,茄快,201711,258
5552,茄快,201712,347
5584,茄快,201701,114
5585,茄快,201702,208
5586,茄快,201703,242
5587,茄快,201704,297
5588,茄快,201705,304
5589,茄快,201706,221
5590,茄快,201707,157
5591,茄快,201708,221
5592,茄快,201709,143
5593,茄快,201710,143
5594,茄快,201711,92
5595,茄快,201712,110
5596,茄快,201701,100
5597,茄快,201702,193
5598,茄快,201703,226
5599,茄快,201704,251
5600,茄快,201705,254
5601,茄快,201706,247
5602,茄快,201707,142
5603,茄快,201708,214
5604,茄快,201709,158
5605,茄快,201710,141
5606,茄快,201711,82
5607,茄快,201712,89
5630,茄快,201701,24
5631,茄快,201702,30
5632,茄快,201703,39
5633,茄快,201704,58
5634,茄快,201705,60
5635,茄快,201706,76
5636,茄快,201707,37
5637,茄快,201708,34
5638,茄快,201709,28
5639,茄快,201710,37
5640,茄快,201711,24
5641,茄快,201712,30
5642,茄快,201701,37
5643,茄快,201702,38
5644,茄快,201703,41
5645,茄快,201704,58
5646,茄快,201705,72
5647,茄快,201706,58
5648,茄快,201707,30
5649,茄快,201708,41
5650,茄快,201709,39
5651,茄快,201710,24
5652,茄快,201711,16
5653,茄快,201712,26
5682,茄快,201701,123
5683,茄快,201702,133
5684,茄快,201703,139
5685,茄快,201704,207
5686,茄快,201705,201
5687,茄快,201706,168
5688,茄快,201707,146
5689,茄快,201708,122
5690,茄快,201709,81
5691,茄快,201710,103
5692,茄快,201711,77
5693,茄快,201712,85
5694,茄快,201701,110
5695,茄快,201702,114
5696,茄快,201703,168
5697,茄快,201704,184
5698,茄快,201705,198
5699,茄快,201706,146
5700,茄快,201707,146
5701,茄快,201708,102
5702,茄快,201709,73
5703,茄快,201710,88
5704,茄快,201711,70
5705,茄快,201712,106
5742,茄快,201701,432
5743,茄快,201702,562
5744,茄快,201703,800
5745,茄快,201704,948
5746,茄快,201705,1018
5747,茄快,201706,984
5748,茄快,201707,681
5749,茄快,201708,638
5750,茄快,201709,452
5751,茄快,201710,477
5752,茄快,201711,479
5753,茄快,201712,518
5754,茄快,201701,492
5755,茄快,201702,545
5756,茄快,201703,775
5757,茄快,201704,937
5758,茄快,201705,913
5759,茄快,201706,1028
5760,茄快,201707,627
5761,茄快,201708,645
5762,茄快,201709,414
5763,茄快,201710,401
5764,茄快,201711,430
5765,茄快,201712,490
5800,茄快,201701,217
5801,茄快,201702,236
5802,茄快,201703,450
5803,茄快,201704,509
5804,茄快,201705,584
5805,茄快,201706,455
5806,茄快,201707,335
5807,茄快,201708,268
5808,茄快,201709,188
5809,茄快,201710,215
5810,茄快,201711,206
5811,茄快,201712,200
5812,茄快,201701,258
5813,茄快,201702,256
5814,茄快,201703,443
5815,茄快,201704,515
5816,茄快,201705,510
5817,茄快,201706,458
5818,茄快,201707,289
5819,茄快,201708,287
5820,茄快,201709,202
5821,茄快,201710,209
5822,茄快,201711,201
5823,茄快,201712,181
5824,茄快,201701,1
5825,茄快,201703,7
5826,茄快,201704,10
5827,茄快,201705,11
5828,茄快,201706,4
5829,茄快,201707,2
5830,茄快,201708,5
5831,茄快,201709,9
5832,茄快,201710,6
5833,茄快,201712,3
5834,茄快,201701,4
5835,茄快,201702,3
5836,茄快,201703,8
5837,茄快,201704,9
5838,茄快,201705,7
5839,茄快,201706,7
5840,茄快,201707,5
5841,茄快,201708,3
5842,茄快,201709,2
5843,茄快,201710,2
5844,茄快,201711,1
5845,茄快,201712,4
5880,茄快,201701,409
5881,茄快,201702,392
5882,茄快,201703,600
5883,茄快,201704,730
5884,茄快,201705,793
5885,茄快,201706,813
5886,茄快,201707,462
5887,茄快,201708,465
5888,茄快,201709,328
5889,茄快,201710,388
5890,茄快,201711,285
5891,茄快,201712,341
5892,茄快,201701,362
5893,茄快,201702,457
5894,茄快,201703,594
5895,茄快,201704,729
5896,茄快,201705,732
5897,茄快,201706,846
5898,茄快,201707,445
5899,茄快,201708,432
5900,茄快,201709,345
5901,茄快,201710,351
5902,茄快,201711,339
5903,茄快,201712,321
5938,茄快,201701,275
5939,茄快,201702,276
5940,茄快,201703,353
5941,茄快,201704,494
5942,茄快,201705,511
5943,茄快,201706,418
5944,茄快,201707,297
5945,茄快,201708,303
5946,茄快,201709,158
5947,茄快,201710,218
5948,茄快,201711,205
5949,茄快,201712,196
5950,茄快,201701,229
5951,茄快,201702,281
5952,茄快,201703,346
5953,茄快,201704,445
5954,茄快,201705,449
5955,茄快,201706,377
5956,茄快,201707,301
5957,茄快,201708,275
5958,茄快,201709,167
5959,茄快,201710,245
5960,茄快,201711,181
5961,茄快,201712,243
5998,茄快,201701,131
5999,茄快,201702,196
6000,茄快,201703,268
6001,茄快,201704,277
6002,茄快,201705,337
6003,茄快,201706,323
6004,茄快,201707,211
6005,茄快,201708,237
6006,茄快,201709,177
6007,茄快,201710,144
6008,茄快,201711,120
6009,茄快,201712,107
6010,茄快,201701,160
6011,茄快,201702,169
6012,茄快,201703,272
6013,茄快,201704,320
6014,茄快,201705,356
6015,茄快,201706,288
6016,茄快,201707,221
6017,茄快,201708,264
6018,茄快,201709,155
6019,茄快,201710,145
6020,茄快,201711,103
6021,茄快,201712,127
6023,茄快,201701,156
6024,茄快,201702,154
6025,茄快,201703,195
6026,茄快,201704,229
6027,茄快,201705,203
6028,茄快,201706,247
6029,茄快,201707,144
6030,茄快,201708,149
6031,茄快,201709,146
6032,茄快,201710,122
6033,茄快,201711,118
6034,茄快,201712,128
6035,茄快,201701,150
6036,茄快,201702,132
6037,茄快,201703,166
6038,茄快,201704,232
6039,茄快,201705,212
6040,茄快,201706,229
6041,茄快,201707,146
6042,茄快,201708,130
6043,茄快,201709,118
6044,茄快,201710,125
6045,茄快,201711,110
6046,茄快,201712,116
6047,茄快,201701,57
6048,茄快,201702,52
6049,茄快,201703,93
6050,茄快,201704,117
6051,茄快,201705,144
6052,茄快,201706,118
6053,茄快,201707,70
6054,茄快,201708,55
6055,茄快,201709,52
6056,茄快,201710,69
6057,茄快,201711,32
6058,茄快,201712,37
6059,茄快,201701,51
6060,茄快,201702,73
6061,茄快,201703,83
6062,茄快,201704,126
6063,茄快,201705,128
6064,茄快,201706,120
6065,茄快,201707,58
6066,茄快,201708,62
6067,茄快,201709,56
6068,茄快,201710,53
6069,茄快,201711,26
6070,茄快,201712,29
6102,茄快,201701,295
6103,茄快,201702,236
6104,茄快,201703,368
6105,茄快,201704,457
6106,茄快,201705,568
6107,茄快,201706,542
6108,茄快,201707,319
6109,茄快,201708,335
6110,茄快,201709,225
6111,茄快,201710,229
6112,茄快,201711,163
6113,茄快,201712,214
6114,茄快,201701,273
6115,茄快,201702,270
6116,茄快,201703,394
6117,茄快,201704,487
6118,茄快,201705,508
6119,茄快,201706,541
6120,茄快,201707,319
6121,茄快,201708,292
6122,茄快,201709,223
6123,茄快,201710,225
6124,茄快,201711,193
6125,茄快,201712,159
6161,茄快,201701,435
6162,茄快,201702,486
6163,茄快,201703,769
6164,茄快,201704,845
6165,茄快,201705,816
6166,茄快,201706,679
6167,茄快,201707,510
6168,茄快,201708,474
6169,茄快,201709,369
6170,茄快,201710,393
6171,茄快,201711,316
6172,茄快,201712,365
6173,茄快,201701,455
6174,茄快,201702,520
6175,茄快,201703,686
6176,茄快,201704,801
6177,茄快,201705,846
6178,茄快,201706,627
6179,茄快,201707,469
6180,茄快,201708,475
6181,茄快,201709,307
6182,茄快,201710,359
6183,茄快,201711,335
6184,茄快,201712,329
6187,茄快,201701,100
6188,茄快,201702,121
6189,茄快,201703,162
6190,茄快,201704,197
6191,茄快,201705,187
6192,茄快,201706,137
6193,茄快,201707,97
6194,茄快,201708,97
6195,茄快,201709,77
6196,茄快,201710,76
6197,茄快,201711,52
6198,茄快,201712,75
6199,茄快,201701,113
6200,茄快,201702,110
6201,茄快,201703,171
6202,茄快,201704,170
6203,茄快,201705,188
6204,茄快,201706,158
6205,茄快,201707,93
6206,茄快,201708,90
6207,茄快,201709,71
6208,茄快,201710,93
6209,茄快,201711,60
6210,茄快,201712,73
6247,茄快,201701,159
6248,茄快,201702,187
6249,茄快,201703,374
6250,茄快,201704,396
6251,茄快,201705,398
6252,茄快,201706,268
6253,茄快,201707,228
6254,茄快,201708,217
6255,茄快,201709,127
6256,茄快,201710,117
6257,茄快,201711,148
6258,茄快,201712,166
6259,茄快,201701,171
6260,茄快,201702,168
6261,茄快,201703,353
6262,茄快,201704,393
6263,茄快,201705,390
6264,茄快,201706,284
6265,茄快,201707,213
6266,茄快,201708,178
6267,茄快,201709,120
6268,茄快,201710,147
6269,茄快,201711,111
6270,茄快,201712,160
6293,茄快,201701,362
6294,茄快,201702,394
6295,茄快,201703,584
6296,茄快,201704,728
6297,茄快,201705,692
6298,茄快,201706,641
6299,茄快,201707,614
6300,茄快,201708,476
6301,茄快,201709,325
6302,茄快,201710,367
6303,茄快,201711,304
6304,茄快,201712,320
6305,茄快,201701,342
6306,茄快,201702,404
6307,茄快,201703,529
6308,茄快,201704,683
6309,茄快,201705,683
6310,茄快,201706,629
6311,茄快,201707,522
6312,茄快,201708,410
6313,茄快,201709,322
6314,茄快,201710,320
6315,茄快,201711,309
6316,茄快,201712,286
6317,茄快,201701,45
6318,茄快,201702,38
6319,茄快,201703,28
6320,茄快,201704,46
6321,茄快,201705,56
6322,茄快,201706,46
6323,茄快,201707,37
6324,茄快,201708,33
6325,茄快,201709,33
6326,茄快,201710,11
6327,茄快,201711,34
6328,茄快,201712,19
6329,茄快,201701,54
6330,茄快,201702,39
6331,茄快,201703,12
6332,茄快,201704,49
6333,茄快,201705,55
6334,茄快,201706,46
6335,茄快,201707,24
6336,茄快,201708,38
6337,茄快,201709,28
6338,茄快,201710,22
6339,茄快,201711,40
6340,茄快,201712,23
6377,茄快,201701,326
6378,茄快,201702,420
6379,茄快,201703,607
6380,茄快,201704,590
6381,茄快,201705,701
6382,茄快,201706,719
6383,茄快,201707,510
6384,茄快,201708,464
6385,茄快,201709,360
6386,茄快,201710,311
6387,茄快,201711,330
6388,茄快,201712,314
6389,茄快,201701,343
6390,茄快,201702,413
6391,茄快,201703,532
6392,茄快,201704,562
6393,茄快,201705,695
6394,茄快,201706,726
6395,茄快,201707,464
6396,茄快,201708,445
6397,茄快,201709,330
6398,茄快,201710,297
6399,茄快,201711,320
6400,茄快,201712,304
6436,茄快,201701,461
6437,茄快,201702,528
6438,茄快,201703,564
6439,茄快,201704,780
6440,茄快,201705,806
6441,茄快,201706,814
6442,茄快,201707,548
6443,茄快,201708,579
6444,茄快,201709,382
6445,茄快,201710,374
6446,茄快,201711,418
6447,茄快,201712,399
6448,茄快,201701,464
6449,茄快,201702,546
6450,茄快,201703,601
6451,茄快,201704,752
6452,茄快,201705,801
6453,茄快,201706,751
6454,茄快,201707,461
6455,茄快,201708,553
6456,茄快,201709,357
6457,茄快,201710,382
6458,茄快,201711,393
6459,茄快,201712,386
6494,茄快,201701,171
6495,茄快,201702,218
6496,茄快,201703,356
6497,茄快,201704,335
6498,茄快,201705,373
6499,茄快,201706,329
6500,茄快,201707,211
6501,茄快,201708,236
6502,茄快,201709,177
6503,茄快,201710,197
6504,茄快,201711,160
6505,茄快,201712,177
6506,茄快,201701,172
6507,茄快,201702,215
6508,茄快,201703,353
6509,茄快,201704,370
6510,茄快,201705,335
6511,茄快,201706,287
6512,茄快,201707,216
6513,茄快,201708,242
6514,茄快,201709,165
6515,茄快,201710,180
6516,茄快,201711,150
6517,茄快,201712,154
6554,茄快,201701,219
6555,茄快,201702,252
6556,茄快,201703,411
6557,茄快,201704,613
6558,茄快,201705,604
6559,茄快,201706,487
6560,茄快,201707,416
6561,茄快,201708,379
6562,茄快,201709,278
6563,茄快,201710,257
6564,茄快,201711,217
6565,茄快,201712,232
6566,茄快,201701,184
6567,茄快,201702,270
6568,茄快,201703,460
6569,茄快,201704,542
6570,茄快,201705,647
6571,茄快,201706,457
6572,茄快,201707,438
6573,茄快,201708,271
6574,茄快,201709,284
6575,茄快,201710,267
6576,茄快,201711,201
6577,茄快,201712,183
6608,茄快,201701,29
6609,茄快,201702,47
6610,茄快,201703,159
6611,茄快,201704,197
6612,茄快,201705,174
6613,茄快,201706,148
6614,茄快,201707,101
6615,茄快,201708,66
6616,茄快,201709,56
6617,茄快,201710,61
6618,茄快,201711,49
6619,茄快,201712,35
6620,茄快,201701,39
6621,茄快,201702,50
6622,茄快,201703,143
6623,茄快,201704,178
6624,茄快,201705,172
6625,茄快,201706,140
6626,茄快,201707,93
6627,茄快,201708,79
6628,茄快,201709,43
6629,茄快,201710,61
6630,茄快,201711,55
6631,茄快,201712,33
6668,茄快,201701,286
6669,茄快,201702,384
6670,茄快,201703,776
6671,茄快,201704,873
6672,茄快,201705,921
6673,茄快,201706,732
6674,茄快,201707,478
6675,茄快,201708,483
6676,茄快,201709,302
6677,茄快,201710,313
6678,茄快,201711,261
6679,茄快,201712,290
6680,茄快,201701,296
6681,茄快,201702,397
6682,茄快,201703,737
6683,茄快,201704,902
6684,茄快,201705,850
6685,茄快,201706,672
6686,茄快,201707,481
6687,茄快,201708,449
6688,茄快,201709,318
6689,茄快,201710,321
6690,茄快,201711,224
6691,茄快,201712,333
6728,茄快,201701,280
6729,茄快,201702,360
6730,茄快,201703,610
6731,茄快,201704,742
6732,茄快,201705,825
6733,茄快,201706,544
6734,茄快,201707,433
6735,茄快,201708,421
6736,茄快,201709,337
6737,茄快,201710,282
6738,茄快,201711,256
6739,茄快,201712,273
6740,茄快,201701,236
6741,茄快,201702,305
6742,茄快,201703,615
6743,茄快,201704,709
6744,茄快,201705,796
6745,茄快,201706,506
6746,茄快,201707,385
6747,茄快,201708,353
6748,茄快,201709,310
6749,茄快,201710,279
6750,茄快,201711,212
6751,茄快,201712,230
6782,茄快,201701,47
6783,茄快,201702,77
6784,茄快,201703,157
6785,茄快,201704,185
6786,茄快,201705,211
6787,茄快,201706,152
6788,茄快,201707,115
6789,茄快,201708,86
6790,茄快,201709,83
6791,茄快,201710,64
6792,茄快,201711,55
6793,茄快,201712,65
6794,茄快,201701,57
6795,茄快,201702,67
6796,茄快,201703,174
6797,茄快,201704,200
6798,茄快,201705,183
6799,茄快,201706,151
6800,茄快,201707,97
6801,茄快,201708,70
6802,茄快,201709,70
6803,茄快,201710,63
6804,茄快,201711,49
6805,茄快,201712,67
6841,茄快,201701,190
6842,茄快,201702,256
6843,茄快,201703,402
6844,茄快,201704,500
6845,茄快,201705,505
6846,茄快,201706,474
6847,茄快,201707,302
6848,茄快,201708,298
6849,茄快,201709,209
6850,茄快,201710,211
6851,茄快,201711,181
6852,茄快,201712,190
6853,茄快,201701,175
6854,茄快,201702,257
6855,茄快,201703,436
6856,茄快,201704,505
6857,茄快,201705,494
6858,茄快,201706,446
6859,茄快,201707,311
6860,茄快,201708,282
6861,茄快,201709,206
6862,茄快,201710,208
6863,茄快,201711,150
6864,茄快,201712,177
6898,茄快,201701,109
6899,茄快,201702,146
6900,茄快,201703,311
6901,茄快,201704,396
6902,茄快,201705,419
6903,茄快,201706,304
6904,茄快,201707,230
6905,茄快,201708,192
6906,茄快,201709,131
6907,茄快,201710,126
6908,茄快,201711,107
6909,茄快,201712,142
6910,茄快,201701,124
6911,茄快,201702,166
6912,茄快,201703,267
6913,茄快,201704,388
6914,茄快,201705,355
6915,茄快,201706,303
6916,茄快,201707,218
6917,茄快,201708,159
6918,茄快,201709,145
6919,茄快,201710,129
6920,茄快,201711,109
6921,茄快,201712,137
6958,茄快,201701,245
6959,茄快,201702,256
6960,茄快,201703,505
6961,茄快,201704,531
6962,茄快,201705,543
6963,茄快,201706,378
6964,茄快,201707,319
6965,茄快,201708,263
6966,茄快,201709,219
6967,茄快,201710,204
6968,茄快,201711,172
6969,茄快,201712,197
6970,茄快,201701,196
6971,茄快,201702,275
6972,茄快,201703,475
6973,茄快,201704,563
6974,茄快,201705,478
6975,茄快,201706,354
6976,茄快,201707,291
6977,茄快,201708,245
6978,茄快,201709,206
6979,茄快,201710,201
6980,茄快,201711,167
6981,茄快,201712,194
7018,茄快,201701,195
7019,茄快,201702,307
7020,茄快,201703,658
7021,茄快,201704,763
7022,茄快,201705,729
7023,茄快,201706,524
7024,茄快,201707,396
7025,茄快,201708,368
7026,茄快,201709,332
7027,茄快,201710,266
7028,茄快,201711,204
7029,茄快,201712,223
7030,茄快,201701,199
7031,茄快,201702,339
7032,茄快,201703,640
7033,茄快,201704,730
7034,茄快,201705,670
7035,茄快,201706,520
7036,茄快,201707,383
7037,茄快,201708,356
7038,茄快,201709,312
7039,茄快,201710,267
7040,茄快,201711,160
7041,茄快,201712,200
7078,茄快,201701,124
7079,茄快,201702,204
7080,茄快,201703,323
7081,茄快,201704,430
7082,茄快,201705,494
7083,茄快,201706,343
7084,茄快,201707,240
7085,茄快,201708,234
7086,茄快,201709,175
7087,茄快,201710,167
7088,茄快,201711,113
7089,茄快,201712,116
7090,茄快,201701,125
7091,茄快,201702,185
7092,茄快,201703,362
7093,茄快,201704,454
7094,茄快,201705,450
7095,茄快,201706,303
7096,茄快,201707,245
7097,茄快,201708,234
7098,茄快,201709,156
7099,茄快,201710,185
7100,茄快,201711,116
7101,茄快,201712,108
7116,茄快,201701,195
7117,茄快,201702,258
7118,茄快,201703,520
7119,茄快,201704,672
7120,茄快,201705,612
7121,茄快,201706,447
7122,茄快,201707,308
7123,茄快,201708,292
7124,茄快,201709,236
7125,茄快,201710,234
7126,茄快,201711,213
7127,茄快,201712,244
7128,茄快,201701,187
7129,茄快,201702,279
7130,茄快,201703,479
7131,茄快,201704,626
7132,茄快,201705,585
7133,茄快,201706,426
7134,茄快,201707,349
7135,茄快,201708,259
7136,茄快,201709,199
7137,茄快,201710,219
7138,茄快,201711,201
7139,茄快,201712,219
7154,茄快,201701,2
7155,茄快,201702,6
7156,茄快,201703,15
7157,茄快,201704,17
7158,茄快,201705,20
7159,茄快,201706,10
7160,茄快,201707,11
7161,茄快,201708,11
7162,茄快,201709,9
7163,茄快,201710,6
7164,茄快,201711,6
7165,茄快,201712,11
7166,茄快,201701,3
7167,茄快,201702,14
7168,茄快,201703,16
7169,茄快,201704,16
7170,茄快,201705,13
7171,茄快,201706,9
7172,茄快,201707,20
7173,茄快,201708,8
7174,茄快,201709,4
7175,茄快,201710,4
7176,茄快,201711,3
7177,茄快,201712,7
7178,茄快,201706,1
7179,茄快,201711,1
7180,茄快,201704,1
7181,茄快,201706,1
7182,茄快,201708,1
7183,茄快,201709,1
7220,茄快,201701,667
